Borough,Callout_type,Date,Number of reported incidents
KENSINGTON AND CHELSEA,DELIBERATE FIRES IN RUBBISH,201804,0
KENSINGTON AND CHELSEA,DELIBERATE OPEN LAND FIRES,201804,1
KENSINGTON AND CHELSEA,DELIBERATE VEHICLE FIRES,201804,0
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS DOM,201804,93
KENSINGTON AND CHELSEA,FALSE ALARMS AFAS NONDOM,201804,37
KENSINGTON AND CHELSEA,FALSE ALARMS GOOD INTENT,201804,25
KENSINGTON AND CHELSEA,MALICIOUS FALSE ALARMS,201804,5
KENSINGTON AND CHELSEA,NONDOMFIRES NONRRO,201804,0
KENSINGTON AND CHELSEA,NONDOMFIRES RRO,201804,8
KENSINGTON AND CHELSEA,PRIMARY FIRES,201804,22
KENSINGTON AND CHELSEA,PRIMARY FIRES IN DWELLINGS,201804,11
KENSINGTON AND CHELSEA,ROAD TRAFFIC COLLISIONS,201804,2
KENSINGTON AND CHELSEA,RUBBISH FIRES,201804,1
KENSINGTON AND CHELSEA,SECONDARY FIRES,201804,5
KENSINGTON AND CHELSEA,SHUT-IN-LIFT RELEASES,201804,23
KENSINGTON AND CHELSEA,SPECIAL SERVICE ENTRY & EXIT,201804,18
KINGSTON UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201804,2
KINGSTON UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201804,3
KINGSTON UPON THAMES,ACCIDENTAL VEHICLE FIRES,201804,1
KINGSTON UPON THAMES,ALL DELIBERATE FIRES,201804,5
KINGSTON UPON THAMES,ALL FALSE ALARMS,201804,61
KINGSTON UPON THAMES,ALL FIRES,201804,19
KINGSTON UPON THAMES,ALL SPECIAL SERVICES,201804,36
KINGSTON UPON THAMES,CARE HOME FIRES,201804,1
KINGSTON UPON THAMES,DELIBERATE FIRES IN RUBBISH,201804,3
KINGSTON UPON THAMES,DELIBERATE OPEN LAND FIRES,201804,1
KINGSTON UPON THAMES,DELIBERATE VEHICLE FIRES,201804,1
KINGSTON UPON THAMES,FALSE ALARMS AFAS DOM,201804,20
KINGSTON UPON THAMES,FALSE ALARMS AFAS NONDOM,201804,24
KINGSTON UPON THAMES,FALSE ALARMS GOOD INTENT,201804,16
KINGSTON UPON THAMES,MALICIOUS FALSE ALARMS,201804,1
KINGSTON UPON THAMES,NONDOMFIRES NONRRO,201804,1
KINGSTON UPON THAMES,NONDOMFIRES RRO,201804,1
KINGSTON UPON THAMES,PRIMARY FIRES,201804,10
KINGSTON UPON THAMES,PRIMARY FIRES IN DWELLINGS,201804,6
KINGSTON UPON THAMES,ROAD TRAFFIC COLLISIONS,201804,2
KINGSTON UPON THAMES,RUBBISH FIRES,201804,5
KINGSTON UPON THAMES,SECONDARY FIRES,201804,9
KINGSTON UPON THAMES,SHUT-IN-LIFT RELEASES,201804,6
KINGSTON UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201804,7
LAMBETH,ACCIDENTAL FIRES IN RUBBISH,201804,10
LAMBETH,ACCIDENTAL OPEN LAND FIRES,201804,3
LAMBETH,ACCIDENTAL VEHICLE FIRES,201804,2
LAMBETH,ALL DELIBERATE FIRES,201804,9
LAMBETH,ALL FALSE ALARMS,201804,134
LAMBETH,ALL FIRES,201804,49
LAMBETH,ALL SPECIAL SERVICES,201804,114
LAMBETH,CARE HOME FIRES,201804,1
LAMBETH,DELIBERATE FIRES IN RUBBISH,201804,3
LAMBETH,DELIBERATE OPEN LAND FIRES,201804,1
LAMBETH,DELIBERATE VEHICLE FIRES,201804,3
LAMBETH,FALSE ALARMS AFAS DOM,201804,46
LAMBETH,FALSE ALARMS AFAS NONDOM,201804,61
LAMBETH,FALSE ALARMS GOOD INTENT,201804,26
LAMBETH,MALICIOUS FALSE ALARMS,201804,1
LAMBETH,NONDOMFIRES NONRRO,201804,1
LAMBETH,NONDOMFIRES RRO,201804,2
LAMBETH,PRIMARY FIRES,201804,29
LAMBETH,PRIMARY FIRES IN DWELLINGS,201804,20
LAMBETH,ROAD TRAFFIC COLLISIONS,201804,13
LAMBETH,RUBBISH FIRES,201804,13
LAMBETH,SECONDARY FIRES,201804,20
LAMBETH,SHUT-IN-LIFT RELEASES,201804,26
LAMBETH,SPECIAL SERVICE ENTRY & EXIT,201804,29
LEWISHAM,ACCIDENTAL FIRES IN RUBBISH,201804,11
LEWISHAM,ACCIDENTAL OPEN LAND FIRES,201804,2
LEWISHAM,ACCIDENTAL VEHICLE FIRES,201804,5
LEWISHAM,ALL DELIBERATE FIRES,201804,4
LEWISHAM,ALL FALSE ALARMS,201804,131
LEWISHAM,ALL FIRES,201804,44
LEWISHAM,ALL SPECIAL SERVICES,201804,86
LEWISHAM,CARE HOME FIRES,201804,0
LEWISHAM,DELIBERATE FIRES IN RUBBISH,201804,2
LEWISHAM,DELIBERATE OPEN LAND FIRES,201804,2
LEWISHAM,DELIBERATE VEHICLE FIRES,201804,1
LEWISHAM,FALSE ALARMS AFAS DOM,201804,39
LEWISHAM,FALSE ALARMS AFAS NONDOM,201804,53
LEWISHAM,FALSE ALARMS GOOD INTENT,201804,38
LEWISHAM,MALICIOUS FALSE ALARMS,201804,1
LEWISHAM,NONDOMFIRES NONRRO,201804,1
LEWISHAM,NONDOMFIRES RRO,201804,4
LEWISHAM,PRIMARY FIRES,201804,27
LEWISHAM,PRIMARY FIRES IN DWELLINGS,201804,16
LEWISHAM,ROAD TRAFFIC COLLISIONS,201804,9
LEWISHAM,RUBBISH FIRES,201804,13
LEWISHAM,SECONDARY FIRES,201804,17
LEWISHAM,SHUT-IN-LIFT RELEASES,201804,18
LEWISHAM,SPECIAL SERVICE ENTRY & EXIT,201804,18
MERTON,ACCIDENTAL FIRES IN RUBBISH,201804,4
MERTON,ACCIDENTAL OPEN LAND FIRES,201804,3
MERTON,ACCIDENTAL VEHICLE FIRES,201804,3
MERTON,ALL DELIBERATE FIRES,201804,1
MERTON,ALL FALSE ALARMS,201804,63
MERTON,ALL FIRES,201804,28
MERTON,ALL SPECIAL SERVICES,201804,48
MERTON,CARE HOME FIRES,201804,0
MERTON,DELIBERATE FIRES IN RUBBISH,201804,1
MERTON,DELIBERATE OPEN LAND FIRES,201804,3
MERTON,DELIBERATE VEHICLE FIRES,201804,1
MERTON,FALSE ALARMS AFAS DOM,201804,18
MERTON,FALSE ALARMS AFAS NONDOM,201804,31
MERTON,FALSE ALARMS GOOD INTENT,201804,11
MERTON,MALICIOUS FALSE ALARMS,201804,3
MERTON,NONDOMFIRES NONRRO,201804,2
MERTON,NONDOMFIRES RRO,201804,0
MERTON,PRIMARY FIRES,201804,16
MERTON,PRIMARY FIRES IN DWELLINGS,201804,10
MERTON,ROAD TRAFFIC COLLISIONS,201804,7
MERTON,RUBBISH FIRES,201804,5
MERTON,SECONDARY FIRES,201804,12
MERTON,SHUT-IN-LIFT RELEASES,201804,5
MERTON,SPECIAL SERVICE ENTRY & EXIT,201804,12
NEWHAM,ACCIDENTAL FIRES IN RUBBISH,201804,19
NEWHAM,ACCIDENTAL OPEN LAND FIRES,201804,3
NEWHAM,ACCIDENTAL VEHICLE FIRES,201804,5
NEWHAM,ALL DELIBERATE FIRES,201804,12
NEWHAM,ALL FALSE ALARMS,201804,99
NEWHAM,ALL FIRES,201804,67
NEWHAM,ALL SPECIAL SERVICES,201804,72
NEWHAM,CARE HOME FIRES,201804,2
NEWHAM,DELIBERATE FIRES IN RUBBISH,201804,2
NEWHAM,DELIBERATE OPEN LAND FIRES,201804,1
NEWHAM,DELIBERATE VEHICLE FIRES,201804,6
NEWHAM,FALSE ALARMS AFAS DOM,201804,31
NEWHAM,FALSE ALARMS AFAS NONDOM,201804,27
NEWHAM,FALSE ALARMS GOOD INTENT,201804,35
NEWHAM,MALICIOUS FALSE ALARMS,201804,6
NEWHAM,NONDOMFIRES NONRRO,201804,1
NEWHAM,NONDOMFIRES RRO,201804,8
NEWHAM,PRIMARY FIRES,201804,41
NEWHAM,PRIMARY FIRES IN DWELLINGS,201804,21
NEWHAM,ROAD TRAFFIC COLLISIONS,201804,5
NEWHAM,RUBBISH FIRES,201804,21
NEWHAM,SECONDARY FIRES,201804,26
NEWHAM,SHUT-IN-LIFT RELEASES,201804,12
NEWHAM,SPECIAL SERVICE ENTRY & EXIT,201804,19
REDBRIDGE,ACCIDENTAL FIRES IN RUBBISH,201804,8
REDBRIDGE,ACCIDENTAL OPEN LAND FIRES,201804,3
REDBRIDGE,ACCIDENTAL VEHICLE FIRES,201804,7
REDBRIDGE,ALL DELIBERATE FIRES,201804,8
REDBRIDGE,ALL FALSE ALARMS,201804,75
REDBRIDGE,ALL FIRES,201804,52
REDBRIDGE,ALL SPECIAL SERVICES,201804,61
REDBRIDGE,CARE HOME FIRES,201804,4
REDBRIDGE,DELIBERATE FIRES IN RUBBISH,201804,3
REDBRIDGE,DELIBERATE OPEN LAND FIRES,201804,2
REDBRIDGE,DELIBERATE VEHICLE FIRES,201804,4
REDBRIDGE,FALSE ALARMS AFAS DOM,201804,25
REDBRIDGE,FALSE ALARMS AFAS NONDOM,201804,21
REDBRIDGE,FALSE ALARMS GOOD INTENT,201804,25
REDBRIDGE,MALICIOUS FALSE ALARMS,201804,4
REDBRIDGE,NONDOMFIRES NONRRO,201804,3
REDBRIDGE,NONDOMFIRES RRO,201804,5
REDBRIDGE,PRIMARY FIRES,201804,34
REDBRIDGE,PRIMARY FIRES IN DWELLINGS,201804,14
REDBRIDGE,ROAD TRAFFIC COLLISIONS,201804,12
REDBRIDGE,RUBBISH FIRES,201804,11
REDBRIDGE,SECONDARY FIRES,201804,18
REDBRIDGE,SHUT-IN-LIFT RELEASES,201804,5
REDBRIDGE,SPECIAL SERVICE ENTRY & EXIT,201804,10
RICHMOND UPON THAMES,ACCIDENTAL FIRES IN RUBBISH,201804,5
RICHMOND UPON THAMES,ACCIDENTAL OPEN LAND FIRES,201804,3
RICHMOND UPON THAMES,ACCIDENTAL VEHICLE FIRES,201804,1
RICHMOND UPON THAMES,ALL DELIBERATE FIRES,201804,1
RICHMOND UPON THAMES,ALL FALSE ALARMS,201804,94
RICHMOND UPON THAMES,ALL FIRES,201804,22
RICHMOND UPON THAMES,ALL SPECIAL SERVICES,201804,31
RICHMOND UPON THAMES,CARE HOME FIRES,201804,2
RICHMOND UPON THAMES,DELIBERATE FIRES IN RUBBISH,201804,0
RICHMOND UPON THAMES,DELIBERATE OPEN LAND FIRES,201804,2
RICHMOND UPON THAMES,DELIBERATE VEHICLE FIRES,201804,1
RICHMOND UPON THAMES,FALSE ALARMS AFAS DOM,201804,28
RICHMOND UPON THAMES,FALSE ALARMS AFAS NONDOM,201804,43
RICHMOND UPON THAMES,FALSE ALARMS GOOD INTENT,201804,21
RICHMOND UPON THAMES,MALICIOUS FALSE ALARMS,201804,2
RICHMOND UPON THAMES,NONDOMFIRES NONRRO,201804,0
RICHMOND UPON THAMES,NONDOMFIRES RRO,201804,3
RICHMOND UPON THAMES,PRIMARY FIRES,201804,11
RICHMOND UPON THAMES,PRIMARY FIRES IN DWELLINGS,201804,6
RICHMOND UPON THAMES,ROAD TRAFFIC COLLISIONS,201804,4
RICHMOND UPON THAMES,RUBBISH FIRES,201804,5
RICHMOND UPON THAMES,SECONDARY FIRES,201804,11
RICHMOND UPON THAMES,SHUT-IN-LIFT RELEASES,201804,7
RICHMOND UPON THAMES,SPECIAL SERVICE ENTRY & EXIT,201804,6
SOUTHWARK,ACCIDENTAL FIRES IN RUBBISH,201804,19
SOUTHWARK,ACCIDENTAL OPEN LAND FIRES,201804,1
SOUTHWARK,ACCIDENTAL VEHICLE FIRES,201804,2
SOUTHWARK,ALL DELIBERATE FIRES,201804,3
SOUTHWARK,ALL FALSE ALARMS,201804,144
SOUTHWARK,ALL FIRES,201804,56
SOUTHWARK,ALL SPECIAL SERVICES,201804,141
SOUTHWARK,CARE HOME FIRES,201804,1
SOUTHWARK,DELIBERATE FIRES IN RUBBISH,201804,2
SOUTHWARK,DELIBERATE OPEN LAND FIRES,201804,0
SOUTHWARK,DELIBERATE VEHICLE FIRES,201804,0
SOUTHWARK,FALSE ALARMS AFAS DOM,201804,52
SOUTHWARK,FALSE ALARMS AFAS NONDOM,201804,60
SOUTHWARK,FALSE ALARMS GOOD INTENT,201804,28
SOUTHWARK,MALICIOUS FALSE ALARMS,201804,3
SOUTHWARK,NONDOMFIRES NONRRO,201804,0
SOUTHWARK,NONDOMFIRES RRO,201804,7
SOUTHWARK,PRIMARY FIRES,201804,34
SOUTHWARK,PRIMARY FIRES IN DWELLINGS,201804,24
SOUTHWARK,ROAD TRAFFIC COLLISIONS,201804,8
SOUTHWARK,RUBBISH FIRES,201804,21
SOUTHWARK,SECONDARY FIRES,201804,22
SOUTHWARK,SHUT-IN-LIFT RELEASES,201804,36
SOUTHWARK,SPECIAL SERVICE ENTRY & EXIT,201804,40
SUTTON,ACCIDENTAL FIRES IN RUBBISH,201804,8
SUTTON,ACCIDENTAL OPEN LAND FIRES,201804,4
SUTTON,ACCIDENTAL VEHICLE FIRES,201804,1
SUTTON,ALL DELIBERATE FIRES,201804,4
SUTTON,ALL FALSE ALARMS,201804,63
SUTTON,ALL FIRES,201804,30
SUTTON,ALL SPECIAL SERVICES,201804,26
SUTTON,CARE HOME FIRES,201804,1
SUTTON,DELIBERATE FIRES IN RUBBISH,201804,4
SUTTON,DELIBERATE OPEN LAND FIRES,201804,0
SUTTON,DELIBERATE VEHICLE FIRES,201804,2
SUTTON,FALSE ALARMS AFAS DOM,201804,20
SUTTON,FALSE ALARMS AFAS NONDOM,201804,29
SUTTON,FALSE ALARMS GOOD INTENT,201804,12
SUTTON,MALICIOUS FALSE ALARMS,201804,2
SUTTON,NONDOMFIRES NONRRO,201804,1
SUTTON,NONDOMFIRES RRO,201804,3
SUTTON,PRIMARY FIRES,201804,15
SUTTON,PRIMARY FIRES IN DWELLINGS,201804,6
SUTTON,ROAD TRAFFIC COLLISIONS,201804,5
SUTTON,RUBBISH FIRES,201804,12
SUTTON,SECONDARY FIRES,201804,15
SUTTON,SHUT-IN-LIFT RELEASES,201804,3
SUTTON,SPECIAL SERVICE ENTRY & EXIT,201804,1
TOWER HAMLETS,ACCIDENTAL FIRES IN RUBBISH,201804,14
TOWER HAMLETS,ACCIDENTAL OPEN LAND FIRES,201804,4
TOWER HAMLETS,ACCIDENTAL VEHICLE FIRES,201804,2
TOWER HAMLETS,ALL DELIBERATE FIRES,201804,6
TOWER HAMLETS,ALL FALSE ALARMS,201804,135
TOWER HAMLETS,ALL FIRES,201804,51
TOWER HAMLETS,ALL SPECIAL SERVICES,201804,136
TOWER HAMLETS,CARE HOME FIRES,201804,0
TOWER HAMLETS,DELIBERATE FIRES IN RUBBISH,201804,1
TOWER HAMLETS,DELIBERATE OPEN LAND FIRES,201804,2
TOWER HAMLETS,DELIBERATE VEHICLE FIRES,201804,0
TOWER HAMLETS,FALSE ALARMS AFAS DOM,201804,37
TOWER HAMLETS,FALSE ALARMS AFAS NONDOM,201804,59
TOWER HAMLETS,FALSE ALARMS GOOD INTENT,201804,30
TOWER HAMLETS,MALICIOUS FALSE ALARMS,201804,8
TOWER HAMLETS,NONDOMFIRES NONRRO,201804,0
TOWER HAMLETS,NONDOMFIRES RRO,201804,3
TOWER HAMLETS,PRIMARY FIRES,201804,30
TOWER HAMLETS,PRIMARY FIRES IN DWELLINGS,201804,21
TOWER HAMLETS,ROAD TRAFFIC COLLISIONS,201804,11
TOWER HAMLETS,RUBBISH FIRES,201804,15
TOWER HAMLETS,SECONDARY FIRES,201804,21
TOWER HAMLETS,SHUT-IN-LIFT RELEASES,201804,47
TOWER HAMLETS,SPECIAL SERVICE ENTRY & EXIT,201804,22
WALTHAM FOREST,ACCIDENTAL FIRES IN RUBBISH,201804,17
WALTHAM FOREST,ACCIDENTAL OPEN LAND FIRES,201804,2
WALTHAM FOREST,ACCIDENTAL VEHICLE FIRES,201804,4
WALTHAM FOREST,ALL DELIBERATE FIRES,201804,7
WALTHAM FOREST,ALL FALSE ALARMS,201804,111
WALTHAM FOREST,ALL FIRES,201804,46
WALTHAM FOREST,ALL SPECIAL SERVICES,201804,73
WALTHAM FOREST,CARE HOME FIRES,201804,0
WALTHAM FOREST,DELIBERATE FIRES IN RUBBISH,201804,3
WALTHAM FOREST,DELIBERATE OPEN LAND FIRES,201804,0
WALTHAM FOREST,DELIBERATE VEHICLE FIRES,201804,2
WALTHAM FOREST,FALSE ALARMS AFAS DOM,201804,41
WALTHAM FOREST,FALSE ALARMS AFAS NONDOM,201804,40
WALTHAM FOREST,FALSE ALARMS GOOD INTENT,201804,22
WALTHAM FOREST,MALICIOUS FALSE ALARMS,201804,8
WALTHAM FOREST,NONDOMFIRES NONRRO,201804,0
WALTHAM FOREST,NONDOMFIRES RRO,201804,4
WALTHAM FOREST,PRIMARY FIRES,201804,24
WALTHAM FOREST,PRIMARY FIRES IN DWELLINGS,201804,11
WALTHAM FOREST,ROAD TRAFFIC COLLISIONS,201804,13
WALTHAM FOREST,RUBBISH FIRES,201804,20
WALTHAM FOREST,SECONDARY FIRES,201804,22
WALTHAM FOREST,SHUT-IN-LIFT RELEASES,201804,9
WALTHAM FOREST,SPECIAL SERVICE ENTRY & EXIT,201804,12
WANDSWORTH,ACCIDENTAL FIRES IN RUBBISH,201804,6
WANDSWORTH,ACCIDENTAL OPEN LAND FIRES,201804,6
WANDSWORTH,ACCIDENTAL VEHICLE FIRES,201804,2
WANDSWORTH,ALL DELIBERATE FIRES,201804,5
WANDSWORTH,ALL FALSE ALARMS,201804,109
WANDSWORTH,ALL FIRES,201804,46
WANDSWORTH,ALL SPECIAL SERVICES,201804,73
WANDSWORTH,CARE HOME FIRES,201804,0
WANDSWORTH,DELIBERATE FIRES IN RUBBISH,201804,1
WANDSWORTH,DELIBERATE OPEN LAND FIRES,201804,1
WANDSWORTH,DELIBERATE VEHICLE FIRES,201804,0
WANDSWORTH,FALSE ALARMS AFAS DOM,201804,46
WANDSWORTH,FALSE ALARMS AFAS NONDOM,201804,31
WANDSWORTH,FALSE ALARMS GOOD INTENT,201804,30
WANDSWORTH,MALICIOUS FALSE ALARMS,201804,2
WANDSWORTH,NONDOMFIRES NONRRO,201804,0
WANDSWORTH,NONDOMFIRES RRO,201804,7
WANDSWORTH,PRIMARY FIRES,201804,31
WANDSWORTH,PRIMARY FIRES IN DWELLINGS,201804,21
WANDSWORTH,ROAD TRAFFIC COLLISIONS,201804,9
WANDSWORTH,RUBBISH FIRES,201804,7
WANDSWORTH,SECONDARY FIRES,201804,15
WANDSWORTH,SHUT-IN-LIFT RELEASES,201804,15
WANDSWORTH,SPECIAL SERVICE ENTRY & EXIT,201804,16
WESTMINSTER,ACCIDENTAL FIRES IN RUBBISH,201804,33
WESTMINSTER,ACCIDENTAL OPEN LAND FIRES,201804,3
WESTMINSTER,ACCIDENTAL VEHICLE FIRES,201804,2
WESTMINSTER,ALL DELIBERATE FIRES,201804,4
WESTMINSTER,ALL FALSE ALARMS,201804,451
WESTMINSTER,ALL FIRES,201804,73
WESTMINSTER,ALL SPECIAL SERVICES,201804,121
WESTMINSTER,CARE HOME FIRES,201804,1
WESTMINSTER,DELIBERATE FIRES IN RUBBISH,201804,1
WESTMINSTER,DELIBERATE OPEN LAND FIRES,201804,0
WESTMINSTER,DELIBERATE VEHICLE FIRES,201804,1
WESTMINSTER,FALSE ALARMS AFAS DOM,201804,127
WESTMINSTER,FALSE ALARMS AFAS NONDOM,201804,271
WESTMINSTER,FALSE ALARMS GOOD INTENT,201804,47
WESTMINSTER,MALICIOUS FALSE ALARMS,201804,6
WESTMINSTER,NONDOMFIRES NONRRO,201804,0
WESTMINSTER,NONDOMFIRES RRO,201804,13
WESTMINSTER,PRIMARY FIRES,201804,33
WESTMINSTER,PRIMARY FIRES IN DWELLINGS,201804,15
WESTMINSTER,ROAD TRAFFIC COLLISIONS,201804,10
WESTMINSTER,RUBBISH FIRES,201804,34
WESTMINSTER,SECONDARY FIRES,201804,40
WESTMINSTER,SHUT-IN-LIFT RELEASES,201804,34
WESTMINSTER,SPECIAL SERVICE ENTRY & EXIT,201804,18
 NOT GEO-CODED,ACCIDENTAL FIRES IN RUBBISH,201805,0
 NOT GEO-CODED,ACCIDENTAL OPEN LAND FIRES,201805,0
 NOT GEO-CODED,ACCIDENTAL VEHICLE FIRES,201805,0
 NOT GEO-CODED,ALL DELIBERATE FIRES,201805,0
 NOT GEO-CODED,ALL FALSE ALARMS,201805,0
 NOT GEO-CODED,ALL FIRES,201805,0
 NOT GEO-CODED,ALL SPECIAL SERVICES,201805,1
 NOT GEO-CODED,CARE HOME FIRES,201805,0
 NOT GEO-CODED,DELIBERATE FIRES IN RUBBISH,201805,0
 NOT GEO-CODED,DELIBERATE OPEN LAND FIRES,201805,0
 NOT GEO-CODED,DELIBERATE VEHICLE FIRES,201805,0
 NOT GEO-CODED,FALSE ALARMS AFAS DOM,201805,0
 NOT GEO-CODED,FALSE ALARMS AFAS NONDOM,201805,0
 NOT GEO-CODED,FALSE ALARMS GOOD INTENT,201805,0
 NOT GEO-CODED,MALICIOUS FALSE ALARMS,201805,0
 NOT GEO-CODED,NONDOMFIRES NONRRO,201805,0
 NOT GEO-CODED,NONDOMFIRES RRO,201805,0
 NOT GEO-CODED,PRIMARY FIRES,201805,0
 NOT GEO-CODED,PRIMARY FIRES IN DWELLINGS,201805,0
 NOT GEO-CODED,ROAD TRAFFIC COLLISIONS,201805,1
 NOT GEO-CODED,RUBBISH FIRES,201805,0
 NOT GEO-CODED,SECONDARY FIRES,201805,0
 NOT GEO-CODED,SHUT-IN-LIFT RELEASES,201805,0
 NOT GEO-CODED,SPECIAL SERVICE ENTRY & EXIT,201805,0
BARKING AND DAGENHAM,ACCIDENTAL FIRES IN RUBBISH,201805,6
BARKING AND DAGENHAM,ACCIDENTAL OPEN LAND FIRES,201805,7
BARKING AND DAGENHAM,ACCIDENTAL VEHICLE FIRES,201805,1
BARKING AND DAGENHAM,ALL DELIBERATE FIRES,201805,5
BARKING AND DAGENHAM,ALL FALSE ALARMS,201805,85
BARKING AND DAGENHAM,ALL FIRES,201805,44
BARKING AND DAGENHAM,ALL SPECIAL SERVICES,201805,63
BARKING AND DAGENHAM,CARE HOME FIRES,201805,0
BARKING AND DAGENHAM,DELIBERATE FIRES IN RUBBISH,201805,2
BARKING AND DAGENHAM,DELIBERATE OPEN LAND FIRES,201805,1
BARKING AND DAGENHAM,DELIBERATE VEHICLE FIRES,201805,2
BARKING AND DAGENHAM,FALSE ALARMS AFAS DOM,201805,21
BARKING AND DAGENHAM,FALSE ALARMS AFAS NONDOM,201805,24
BARKING AND DAGENHAM,FALSE ALARMS GOOD INTENT,201805,37
BARKING AND DAGENHAM,MALICIOUS FALSE ALARMS,201805,3
BARKING AND DAGENHAM,NONDOMFIRES NONRRO,201805,3
BARKING AND DAGENHAM,NONDOMFIRES RRO,201805,3
BARKING AND DAGENHAM,PRIMARY FIRES,201805,26
BARKING AND DAGENHAM,PRIMARY FIRES IN DWELLINGS,201805,15
BARKING AND DAGENHAM,ROAD TRAFFIC COLLISIONS,201805,11
BARKING AND DAGENHAM,RUBBISH FIRES,201805,8
BARKING AND DAGENHAM,SECONDARY FIRES,201805,18
BARKING AND DAGENHAM,SHUT-IN-LIFT RELEASES,201805,3
BARKING AND DAGENHAM,SPECIAL SERVICE ENTRY & EXIT,201805,12
BARNET,ACCIDENTAL FIRES IN RUBBISH,201805,10
BARNET,ACCIDENTAL OPEN LAND FIRES,201805,7
BARNET,ACCIDENTAL VEHICLE FIRES,201805,5
BARNET,ALL DELIBERATE FIRES,201805,10
BARNET,ALL FALSE ALARMS,201805,151
BARNET,ALL FIRES,201805,63
BARNET,ALL SPECIAL SERVICES,201805,102
BARNET,CARE HOME FIRES,201805,1
BARNET,DELIBERATE FIRES IN RUBBISH,201805,5
BARNET,DELIBERATE OPEN LAND FIRES,201805,4
BARNET,DELIBERATE VEHICLE FIRES,201805,2
BARNET,FALSE ALARMS AFAS DOM,201805,60
BARNET,FALSE ALARMS AFAS NONDOM,201805,48
BARNET,FALSE ALARMS GOOD INTENT,201805,42
BARNET,MALICIOUS FALSE ALARMS,201805,1
BARNET,NONDOMFIRES NONRRO,201805,2
BARNET,NONDOMFIRES RRO,201805,2
BARNET,PRIMARY FIRES,201805,35
BARNET,PRIMARY FIRES IN DWELLINGS,201805,22
BARNET,ROAD TRAFFIC COLLISIONS,201805,28
BARNET,RUBBISH FIRES,201805,15
BARNET,SECONDARY FIRES,201805,28
BARNET,SHUT-IN-LIFT RELEASES,201805,6
BARNET,SPECIAL SERVICE ENTRY & EXIT,201805,16
BEXLEY,ACCIDENTAL FIRES IN RUBBISH,201805,8
BEXLEY,ACCIDENTAL OPEN LAND FIRES,201805,5
BEXLEY,ACCIDENTAL VEHICLE FIRES,201805,4
BEXLEY,ALL DELIBERATE FIRES,201805,13
BEXLEY,ALL FALSE ALARMS,201805,93
BEXLEY,ALL FIRES,201805,43
BEXLEY,ALL SPECIAL SERVICES,201805,63
BEXLEY,CARE HOME FIRES,201805,2
BEXLEY,DELIBERATE FIRES IN RUBBISH,201805,4
BEXLEY,DELIBERATE OPEN LAND FIRES,201805,4
BEXLEY,DELIBERATE VEHICLE FIRES,201805,2
BEXLEY,FALSE ALARMS AFAS DOM,201805,41
BEXLEY,FALSE ALARMS AFAS NONDOM,201805,33
BEXLEY,FALSE ALARMS GOOD INTENT,201805,18
BEXLEY,MALICIOUS FALSE ALARMS,201805,1
BEXLEY,NONDOMFIRES NONRRO,201805,0
BEXLEY,NONDOMFIRES RRO,201805,3
BEXLEY,PRIMARY FIRES,201805,19
BEXLEY,PRIMARY FIRES IN DWELLINGS,201805,10
BEXLEY,ROAD TRAFFIC COLLISIONS,201805,12
BEXLEY,RUBBISH FIRES,201805,12
BEXLEY,SECONDARY FIRES,201805,24
BEXLEY,SHUT-IN-LIFT RELEASES,201805,3
BEXLEY,SPECIAL SERVICE ENTRY & EXIT,201805,16
BRENT,ACCIDENTAL FIRES IN RUBBISH,201805,13
BRENT,ACCIDENTAL OPEN LAND FIRES,201805,13
BRENT,ACCIDENTAL VEHICLE FIRES,201805,0
BRENT,ALL DELIBERATE FIRES,201805,3
BRENT,ALL FALSE ALARMS,201805,133
BRENT,ALL FIRES,201805,60
BRENT,ALL SPECIAL SERVICES,201805,94
BRENT,CARE HOME FIRES,201805,0
BRENT,DELIBERATE FIRES IN RUBBISH,201805,4
BRENT,DELIBERATE OPEN LAND FIRES,201805,1
BRENT,DELIBERATE VEHICLE FIRES,201805,2
BRENT,FALSE ALARMS AFAS DOM,201805,45
BRENT,FALSE ALARMS AFAS NONDOM,201805,59
BRENT,FALSE ALARMS GOOD INTENT,201805,25
BRENT,MALICIOUS FALSE ALARMS,201805,4
BRENT,NONDOMFIRES NONRRO,201805,3
BRENT,NONDOMFIRES RRO,201805,2
BRENT,PRIMARY FIRES,201805,25
BRENT,PRIMARY FIRES IN DWELLINGS,201805,17
BRENT,ROAD TRAFFIC COLLISIONS,201805,11
BRENT,RUBBISH FIRES,201805,17
BRENT,SECONDARY FIRES,201805,35
BRENT,SHUT-IN-LIFT RELEASES,201805,12
BRENT,SPECIAL SERVICE ENTRY & EXIT,201805,27
BROMLEY,ACCIDENTAL FIRES IN RUBBISH,201805,5
BROMLEY,ACCIDENTAL OPEN LAND FIRES,201805,11
BROMLEY,ACCIDENTAL VEHICLE FIRES,201805,2
BROMLEY,ALL DELIBERATE FIRES,201805,20
BROMLEY,ALL FALSE ALARMS,201805,112
BROMLEY,ALL FIRES,201805,70
BROMLEY,ALL SPECIAL SERVICES,201805,73
BROMLEY,CARE HOME FIRES,201805,2
